Wait Time,Nationality,Outcome,Period in which decisions made,Count
Under 6 months,Afghanistan,Grant,2015 Q2,54
Under 6 months,Albania,Grant,2015 Q2,9
Under 6 months,Algeria,Grant,2015 Q2,2
Under 6 months,Angola,Grant,2015 Q2,2
Under 6 months,Bangladesh,Grant,2015 Q2,15
Under 6 months,Belarus,Grant,2015 Q2,3
Under 6 months,Burma,Grant,2015 Q2,8
Under 6 months,Burundi,Grant,2015 Q2,1
Under 6 months,Cameroon,Grant,2015 Q2,7
Under 6 months,China,Grant,2015 Q2,10
Under 6 months,Congo (Democratic Republic),Grant,2015 Q2,11
Under 6 months,Egypt,Grant,2015 Q2,15
Under 6 months,Eritrea,Grant,2015 Q2,266
Under 6 months,Ethiopia,Grant,2015 Q2,64
Under 6 months,Gabon,Grant,2015 Q2,1
Under 6 months,"Gambia, The",Grant,2015 Q2,10
Under 6 months,Ghana,Grant,2015 Q2,3
Under 6 months,Haiti,Grant,2015 Q2,1
Under 6 months,Honduras,Grant,2015 Q2,2
Under 6 months,Iran,Grant,2015 Q2,373
Under 6 months,Iraq,Grant,2015 Q2,34
Under 6 months,Jamaica,Grant,2015 Q2,3
Under 6 months,Jordan,Grant,2015 Q2,1
Under 6 months,Kenya,Grant,2015 Q2,1
Under 6 months,Kuwait,Grant,2015 Q2,3
Under 6 months,Kyrgyzstan,Grant,2015 Q2,2
Under 6 months,Lebanon,Grant,2015 Q2,1
Under 6 months,Libya,Grant,2015 Q2,13
Under 6 months,Malawi,Grant,2015 Q2,1
Under 6 months,Malaysia,Grant,2015 Q2,2
Under 6 months,Morocco,Grant,2015 Q2,3
Under 6 months,Nigeria,Grant,2015 Q2,21
Under 6 months,Occupied Palestinian Territories,Grant,2015 Q2,11
Under 6 months,Pakistan,Grant,2015 Q2,75
Under 6 months,Refugee,Grant,2015 Q2,81
Under 6 months,Russia,Grant,2015 Q2,5
Under 6 months,Rwanda,Grant,2015 Q2,1
Under 6 months,Saudi Arabia,Grant,2015 Q2,2
Under 6 months,Senegal,Grant,2015 Q2,1
Under 6 months,Sierra Leone,Grant,2015 Q2,2
Under 6 months,Somalia,Grant,2015 Q2,26
Under 6 months,Sri Lanka,Grant,2015 Q2,19
Under 6 months,Stateless,Grant,2015 Q2,20
Under 6 months,Sudan,Grant,2015 Q2,427
Under 6 months,Sudan (South),Grant,2015 Q2,3
Under 6 months,Swaziland,Grant,2015 Q2,5
Under 6 months,Syria,Grant,2015 Q2,565
Under 6 months,Turkey,Grant,2015 Q2,4
Under 6 months,Uganda,Grant,2015 Q2,27
Under 6 months,Ukraine,Grant,2015 Q2,1
Under 6 months,Venezuela,Grant,2015 Q2,1
Under 6 months,Vietnam,Grant,2015 Q2,7
Under 6 months,Yemen,Grant,2015 Q2,7
Under 6 months,Zimbabwe,Grant,2015 Q2,13
Under 6 months,Afghanistan,Grant,2015 Q3,93
Under 6 months,Albania,Grant,2015 Q3,18
Under 6 months,Algeria,Grant,2015 Q3,3
Under 6 months,Angola,Grant,2015 Q3,1
Under 6 months,Armenia,Grant,2015 Q3,4
Under 6 months,Azerbaijan,Grant,2015 Q3,1
Under 6 months,Bahrain,Grant,2015 Q3,1
Under 6 months,Bangladesh,Grant,2015 Q3,12
Under 6 months,Bhutan,Grant,2015 Q3,1
Under 6 months,British overseas citizens,Grant,2015 Q3,1
Under 6 months,Burma,Grant,2015 Q3,4
Under 6 months,Burundi,Grant,2015 Q3,1
Under 6 months,Cameroon,Grant,2015 Q3,11
Under 6 months,Chad,Grant,2015 Q3,1
Under 6 months,China,Grant,2015 Q3,8
Under 6 months,Congo (Democratic Republic),Grant,2015 Q3,12
Under 6 months,Djibouti,Grant,2015 Q3,1
Under 6 months,Egypt,Grant,2015 Q3,14
Under 6 months,Eritrea,Grant,2015 Q3,341
Under 6 months,Ethiopia,Grant,2015 Q3,92
Under 6 months,"Gambia, The",Grant,2015 Q3,9
Under 6 months,Ghana,Grant,2015 Q3,1
Under 6 months,Guinea,Grant,2015 Q3,3
Under 6 months,Guinea-Bissau,Grant,2015 Q3,1
Under 6 months,Guyana,Grant,2015 Q3,1
Under 6 months,India,Grant,2015 Q3,4
Under 6 months,Iran,Grant,2015 Q3,271
Under 6 months,Iraq,Grant,2015 Q3,26
Under 6 months,Ivory Coast,Grant,2015 Q3,1
Under 6 months,Jamaica,Grant,2015 Q3,1
Under 6 months,Kenya,Grant,2015 Q3,1
Under 6 months,Kuwait,Grant,2015 Q3,4
Under 6 months,Kyrgyzstan,Grant,2015 Q3,1
Under 6 months,Libya,Grant,2015 Q3,8
Under 6 months,Malawi,Grant,2015 Q3,2
Under 6 months,Malaysia,Grant,2015 Q3,1
Under 6 months,Mauritius,Grant,2015 Q3,1
Under 6 months,Moldova,Grant,2015 Q3,1
Under 6 months,Morocco,Grant,2015 Q3,5
Under 6 months,Namibia,Grant,2015 Q3,1
Under 6 months,Nigeria,Grant,2015 Q3,27
Under 6 months,Occupied Palestinian Territories,Grant,2015 Q3,7
Under 6 months,Pakistan,Grant,2015 Q3,53
Under 6 months,Refugee,Grant,2015 Q3,62
Under 6 months,Russia,Grant,2015 Q3,2
Under 6 months,Saudi Arabia,Grant,2015 Q3,1
Under 6 months,Senegal,Grant,2015 Q3,1
Under 6 months,Somalia,Grant,2015 Q3,35
Under 6 months,South Africa,Grant,2015 Q3,2
Under 6 months,Sri Lanka,Grant,2015 Q3,16
Under 6 months,St. Vincent and the Grenadines,Grant,2015 Q3,1
Under 6 months,Stateless,Grant,2015 Q3,19
Under 6 months,Sudan,Grant,2015 Q3,631
Under 6 months,Sudan (South),Grant,2015 Q3,2
Under 6 months,Swaziland,Grant,2015 Q3,1
Under 6 months,Syria,Grant,2015 Q3,451
Under 6 months,Trinidad and Tobago,Grant,2015 Q3,3
Under 6 months,Turkey,Grant,2015 Q3,5
Under 6 months,Uganda,Grant,2015 Q3,26
Under 6 months,Venezuela,Grant,2015 Q3,1
Under 6 months,Vietnam,Grant,2015 Q3,11
Under 6 months,Yemen,Grant,2015 Q3,9
Under 6 months,Zimbabwe,Grant,2015 Q3,13
Under 6 months,Afghanistan,Grant,2015 Q4,97
Under 6 months,Albania,Grant,2015 Q4,27
Under 6 months,Algeria,Grant,2015 Q4,4
Under 6 months,Angola,Grant,2015 Q4,3
Under 6 months,Azerbaijan,Grant,2015 Q4,1
Under 6 months,Bahrain,Grant,2015 Q4,1
Under 6 months,Bangladesh,Grant,2015 Q4,15
Under 6 months,Belarus,Grant,2015 Q4,4
Under 6 months,British overseas citizens,Grant,2015 Q4,3
Under 6 months,Burma,Grant,2015 Q4,9
Under 6 months,Burundi,Grant,2015 Q4,2
Under 6 months,Cameroon,Grant,2015 Q4,2
Under 6 months,Chad,Grant,2015 Q4,1
Under 6 months,China,Grant,2015 Q4,4
Under 6 months,Congo (Democratic Republic),Grant,2015 Q4,9
Under 6 months,Dominica,Grant,2015 Q4,1
Under 6 months,Egypt,Grant,2015 Q4,5
Under 6 months,El Salvador,Grant,2015 Q4,1
Under 6 months,Eritrea,Grant,2015 Q4,279
Under 6 months,Ethiopia,Grant,2015 Q4,111
Under 6 months,"Gambia, The",Grant,2015 Q4,5
Under 6 months,Ghana,Grant,2015 Q4,2
Under 6 months,India,Grant,2015 Q4,1
Under 6 months,Iran,Grant,2015 Q4,211
Under 6 months,Iraq,Grant,2015 Q4,34
Under 6 months,Ivory Coast,Grant,2015 Q4,1
Under 6 months,Jamaica,Grant,2015 Q4,8
Under 6 months,Jordan,Grant,2015 Q4,1
Under 6 months,Kuwait,Grant,2015 Q4,16
Under 6 months,Lebanon,Grant,2015 Q4,1
Under 6 months,Libya,Grant,2015 Q4,19
Under 6 months,Malawi,Grant,2015 Q4,2
Under 6 months,Malaysia,Grant,2015 Q4,4
Under 6 months,Maldives,Grant,2015 Q4,4
Under 6 months,Morocco,Grant,2015 Q4,1
Under 6 months,Nigeria,Grant,2015 Q4,17
Under 6 months,Occupied Palestinian Territories,Grant,2015 Q4,8
Under 6 months,Other and unknown,Grant,2015 Q4,1
Under 6 months,Pakistan,Grant,2015 Q4,80
Under 6 months,Qatar,Grant,2015 Q4,1
Under 6 months,Refugee,Grant,2015 Q4,61
Under 6 months,Russia,Grant,2015 Q4,2
Under 6 months,Saudi Arabia,Grant,2015 Q4,2
Under 6 months,Senegal,Grant,2015 Q4,1
Under 6 months,Somalia,Grant,2015 Q4,20
Under 6 months,South Africa,Grant,2015 Q4,2
Under 6 months,Sri Lanka,Grant,2015 Q4,10
Under 6 months,Stateless,Grant,2015 Q4,61
Under 6 months,Sudan,Grant,2015 Q4,816
Under 6 months,Swaziland,Grant,2015 Q4,4
Under 6 months,Syria,Grant,2015 Q4,302
Under 6 months,Trinidad and Tobago,Grant,2015 Q4,2
Under 6 months,Tunisia,Grant,2015 Q4,1
Under 6 months,Turkey,Grant,2015 Q4,2
Under 6 months,Uganda,Grant,2015 Q4,24
Under 6 months,Vietnam,Grant,2015 Q4,12
Under 6 months,Yemen,Grant,2015 Q4,16
Under 6 months,Zambia,Grant,2015 Q4,1
Under 6 months,Zimbabwe,Grant,2015 Q4,9
Under 6 months,Afghanistan,Grant,2016 Q1,132
Under 6 months,Albania,Grant,2016 Q1,42
Under 6 months,Algeria,Grant,2016 Q1,1
Under 6 months,Angola,Grant,2016 Q1,3
Under 6 months,Bahrain,Grant,2016 Q1,3
Under 6 months,Bangladesh,Grant,2016 Q1,10
Under 6 months,Belarus,Grant,2016 Q1,2
Under 6 months,Burma,Grant,2016 Q1,2
Under 6 months,Burundi,Grant,2016 Q1,1
Under 6 months,Cameroon,Grant,2016 Q1,5
Under 6 months,Central African Republic,Grant,2016 Q1,1
Under 6 months,China,Grant,2016 Q1,4
Under 6 months,Congo (Democratic Republic),Grant,2016 Q1,12
Under 6 months,Egypt,Grant,2016 Q1,6
Under 6 months,Eritrea,Grant,2016 Q1,130
Under 6 months,Ethiopia,Grant,2016 Q1,78
Under 6 months,"Gambia, The",Grant,2016 Q1,1
Under 6 months,Ghana,Grant,2016 Q1,3
Under 6 months,Guinea,Grant,2016 Q1,3
Under 6 months,Indonesia,Grant,2016 Q1,1
Under 6 months,Iran,Grant,2016 Q1,272
Under 6 months,Iraq,Grant,2016 Q1,62
Under 6 months,Ivory Coast,Grant,2016 Q1,1
Under 6 months,Jamaica,Grant,2016 Q1,6
Under 6 months,Kenya,Grant,2016 Q1,1
Under 6 months,Kuwait,Grant,2016 Q1,2
Under 6 months,Kyrgyzstan,Grant,2016 Q1,1
Under 6 months,Laos,Grant,2016 Q1,1
Under 6 months,Lebanon,Grant,2016 Q1,1
Under 6 months,Libya,Grant,2016 Q1,5
Under 6 months,Malawi,Grant,2016 Q1,3
Under 6 months,Malaysia,Grant,2016 Q1,1
Under 6 months,Namibia,Grant,2016 Q1,2
Under 6 months,Nigeria,Grant,2016 Q1,16
Under 6 months,Occupied Palestinian Territories,Grant,2016 Q1,2
Under 6 months,Other and unknown,Grant,2016 Q1,1
Under 6 months,Pakistan,Grant,2016 Q1,77
Under 6 months,Refugee,Grant,2016 Q1,129
Under 6 months,Russia,Grant,2016 Q1,4
Under 6 months,Saudi Arabia,Grant,2016 Q1,5
Under 6 months,Senegal,Grant,2016 Q1,1
Under 6 months,Seychelles,Grant,2016 Q1,1
Under 6 months,Sierra Leone,Grant,2016 Q1,4
Under 6 months,Somalia,Grant,2016 Q1,22
Under 6 months,Sri Lanka,Grant,2016 Q1,5
Under 6 months,St. Lucia,Grant,2016 Q1,2
Under 6 months,Stateless,Grant,2016 Q1,14
Under 6 months,Sudan,Grant,2016 Q1,430
Under 6 months,Syria,Grant,2016 Q1,430
Under 6 months,Turkey,Grant,2016 Q1,8
Under 6 months,Uganda,Grant,2016 Q1,28
Under 6 months,United States,Grant,2016 Q1,1
Under 6 months,Venezuela,Grant,2016 Q1,1
Under 6 months,Vietnam,Grant,2016 Q1,18
Under 6 months,Yemen,Grant,2016 Q1,10
Under 6 months,Zimbabwe,Grant,2016 Q1,8
Under 6 months,Afghanistan,Grant,2016 Q2,105
Under 6 months,Albania,Grant,2016 Q2,31
Under 6 months,Algeria,Grant,2016 Q2,2
Under 6 months,Angola,Grant,2016 Q2,1
Under 6 months,Bangladesh,Grant,2016 Q2,6
Under 6 months,British overseas citizens,Grant,2016 Q2,1
Under 6 months,Burma,Grant,2016 Q2,1
Under 6 months,Burundi,Grant,2016 Q2,1
Under 6 months,Cameroon,Grant,2016 Q2,3
Under 6 months,China,Grant,2016 Q2,5
Under 6 months,Congo (Democratic Republic),Grant,2016 Q2,4
Under 6 months,Egypt,Grant,2016 Q2,3
Under 6 months,Eritrea,Grant,2016 Q2,39
Under 6 months,Ethiopia,Grant,2016 Q2,31
Under 6 months,French Guiana,Grant,2016 Q2,1
Under 6 months,"Gambia, The",Grant,2016 Q2,2
Under 6 months,Ghana,Grant,2016 Q2,4
Under 6 months,Guyana,Grant,2016 Q2,1
Under 6 months,Iran,Grant,2016 Q2,350
Under 6 months,Iraq,Grant,2016 Q2,44
Under 6 months,Ivory Coast,Grant,2016 Q2,1
Under 6 months,Libya,Grant,2016 Q2,7
Under 6 months,Malaysia,Grant,2016 Q2,1
Under 6 months,Mauritius,Grant,2016 Q2,2
Under 6 months,Nigeria,Grant,2016 Q2,11
Under 6 months,Occupied Palestinian Territories,Grant,2016 Q2,1
Under 6 months,Pakistan,Grant,2016 Q2,42
Under 6 months,Refugee,Grant,2016 Q2,87
Under 6 months,Russia,Grant,2016 Q2,1
Under 6 months,Saudi Arabia,Grant,2016 Q2,1
Under 6 months,Sierra Leone,Grant,2016 Q2,1
Under 6 months,Somalia,Grant,2016 Q2,11
Under 6 months,Sri Lanka,Grant,2016 Q2,3
Under 6 months,St. Lucia,Grant,2016 Q2,1
Under 6 months,Stateless,Grant,2016 Q2,17
Under 6 months,Sudan,Grant,2016 Q2,209
Under 6 months,Swaziland,Grant,2016 Q2,3
Under 6 months,Syria,Grant,2016 Q2,401
Under 6 months,Trinidad and Tobago,Grant,2016 Q2,2
Under 6 months,Tunisia,Grant,2016 Q2,1
Under 6 months,Turkey,Grant,2016 Q2,5
Under 6 months,Uganda,Grant,2016 Q2,23
Under 6 months,Uzbekistan,Grant,2016 Q2,1
Under 6 months,Venezuela,Grant,2016 Q2,1
Under 6 months,Vietnam,Grant,2016 Q2,14
Under 6 months,Yemen,Grant,2016 Q2,9
Under 6 months,Zimbabwe,Grant,2016 Q2,4
Under 6 months,Afghanistan,Grant,2016 Q3,72
Under 6 months,Albania,Grant,2016 Q3,31
Under 6 months,Algeria,Grant,2016 Q3,3
Under 6 months,Angola,Grant,2016 Q3,2
Under 6 months,Azerbaijan,Grant,2016 Q3,1
Under 6 months,Bangladesh,Grant,2016 Q3,22
Under 6 months,Belarus,Grant,2016 Q3,1
Under 6 months,Burma,Grant,2016 Q3,1
Under 6 months,Cameroon,Grant,2016 Q3,3
Under 6 months,China,Grant,2016 Q3,4
Under 6 months,Congo (Democratic Republic),Grant,2016 Q3,7
Under 6 months,Dominica,Grant,2016 Q3,1
Under 6 months,Egypt,Grant,2016 Q3,3
Under 6 months,El Salvador,Grant,2016 Q3,1
Under 6 months,Eritrea,Grant,2016 Q3,15
Under 6 months,Ethiopia,Grant,2016 Q3,24
Under 6 months,"Gambia, The",Grant,2016 Q3,4
Under 6 months,Ghana,Grant,2016 Q3,1
Under 6 months,Guinea,Grant,2016 Q3,3
Under 6 months,India,Grant,2016 Q3,1
Under 6 months,Iran,Grant,2016 Q3,330
Under 6 months,Iraq,Grant,2016 Q3,43
Under 6 months,Jamaica,Grant,2016 Q3,4
Under 6 months,Kenya,Grant,2016 Q3,1
Under 6 months,Kuwait,Grant,2016 Q3,3
Under 6 months,Libya,Grant,2016 Q3,3
Under 6 months,Malaysia,Grant,2016 Q3,1
Under 6 months,Maldives,Grant,2016 Q3,1
Under 6 months,Mongolia,Grant,2016 Q3,1
Under 6 months,Nigeria,Grant,2016 Q3,15
Under 6 months,Occupied Palestinian Territories,Grant,2016 Q3,2
Under 6 months,Oman,Grant,2016 Q3,1
Under 6 months,Pakistan,Grant,2016 Q3,69
Under 6 months,Qatar,Grant,2016 Q3,1
Under 6 months,Refugee,Grant,2016 Q3,34
Under 6 months,Russia,Grant,2016 Q3,2
Under 6 months,Rwanda,Grant,2016 Q3,1
Under 6 months,Saudi Arabia,Grant,2016 Q3,5
Under 6 months,Somalia,Grant,2016 Q3,14
Under 6 months,South Africa,Grant,2016 Q3,2
Under 6 months,Sri Lanka,Grant,2016 Q3,4
Under 6 months,Stateless,Grant,2016 Q3,11
Under 6 months,Sudan,Grant,2016 Q3,131
Under 6 months,Syria,Grant,2016 Q3,225
Under 6 months,Tanzania,Grant,2016 Q3,1
Under 6 months,Turkey,Grant,2016 Q3,2
Under 6 months,Uganda,Grant,2016 Q3,25
Under 6 months,Uzbekistan,Grant,2016 Q3,1
Under 6 months,Vietnam,Grant,2016 Q3,16
Under 6 months,Yemen,Grant,2016 Q3,6
Under 6 months,Zambia,Grant,2016 Q3,1
Under 6 months,Zimbabwe,Grant,2016 Q3,7
Under 6 months,Afghanistan,Grant,2016 Q4,95
Under 6 months,Albania,Grant,2016 Q4,33
Under 6 months,Algeria,Grant,2016 Q4,2
Under 6 months,Armenia,Grant,2016 Q4,2
Under 6 months,Bangladesh,Grant,2016 Q4,9
Under 6 months,Belarus,Grant,2016 Q4,1
Under 6 months,Cameroon,Grant,2016 Q4,5
Under 6 months,China,Grant,2016 Q4,3
Under 6 months,Congo (Democratic Republic),Grant,2016 Q4,8
Under 6 months,Dominica,Grant,2016 Q4,1
Under 6 months,El Salvador,Grant,2016 Q4,2
Under 6 months,Eritrea,Grant,2016 Q4,91
Under 6 months,Ethiopia,Grant,2016 Q4,12
Under 6 months,"Gambia, The",Grant,2016 Q4,5
Under 6 months,Ghana,Grant,2016 Q4,3
Under 6 months,India,Grant,2016 Q4,1
Under 6 months,Iran,Grant,2016 Q4,273
Under 6 months,Iraq,Grant,2016 Q4,39
Under 6 months,Jamaica,Grant,2016 Q4,3
Under 6 months,Jordan,Grant,2016 Q4,1
Under 6 months,Kazakhstan,Grant,2016 Q4,1
Under 6 months,Kuwait,Grant,2016 Q4,1
Under 6 months,Libya,Grant,2016 Q4,6
Under 6 months,Malaysia,Grant,2016 Q4,5
Under 6 months,Namibia,Grant,2016 Q4,2
Under 6 months,Nigeria,Grant,2016 Q4,5
Under 6 months,Occupied Palestinian Territories,Grant,2016 Q4,1
Under 6 months,Pakistan,Grant,2016 Q4,42
Under 6 months,Refugee,Grant,2016 Q4,5
Under 6 months,Russia,Grant,2016 Q4,2
Under 6 months,Saudi Arabia,Grant,2016 Q4,1
Under 6 months,Somalia,Grant,2016 Q4,17
Under 6 months,South Africa,Grant,2016 Q4,1
Under 6 months,Sri Lanka,Grant,2016 Q4,5
Under 6 months,Stateless,Grant,2016 Q4,19
Under 6 months,Sudan,Grant,2016 Q4,180
Under 6 months,Sudan (South),Grant,2016 Q4,1
Under 6 months,Syria,Grant,2016 Q4,122
Under 6 months,Tunisia,Grant,2016 Q4,1
Under 6 months,Turkey,Grant,2016 Q4,3
Under 6 months,Uganda,Grant,2016 Q4,9
Under 6 months,Uzbekistan,Grant,2016 Q4,1
Under 6 months,Vietnam,Grant,2016 Q4,13
Under 6 months,Yemen,Grant,2016 Q4,3
Under 6 months,Afghanistan,Grant,2017 Q1,95
Under 6 months,Albania,Grant,2017 Q1,10
Under 6 months,Bangladesh,Grant,2017 Q1,9
Under 6 months,Belarus,Grant,2017 Q1,1
Under 6 months,Cameroon,Grant,2017 Q1,1
Under 6 months,Congo,Grant,2017 Q1,1
Under 6 months,Congo (Democratic Republic),Grant,2017 Q1,3
Under 6 months,Dominica,Grant,2017 Q1,1
Under 6 months,Egypt,Grant,2017 Q1,4
Under 6 months,El Salvador,Grant,2017 Q1,1
Under 6 months,Eritrea,Grant,2017 Q1,160
Under 6 months,Ethiopia,Grant,2017 Q1,20
Under 6 months,"Gambia, The",Grant,2017 Q1,3
Under 6 months,Iran,Grant,2017 Q1,273
Under 6 months,Iraq,Grant,2017 Q1,46
Under 6 months,Jamaica,Grant,2017 Q1,2
Under 6 months,Kazakhstan,Grant,2017 Q1,1
Under 6 months,Kenya,Grant,2017 Q1,1
Under 6 months,Kosovo,Grant,2017 Q1,1
Under 6 months,Kuwait,Grant,2017 Q1,2
Under 6 months,Libya,Grant,2017 Q1,10
Under 6 months,Maldives,Grant,2017 Q1,1
Under 6 months,Nigeria,Grant,2017 Q1,9
Under 6 months,Occupied Palestinian Territories,Grant,2017 Q1,2
Under 6 months,Pakistan,Grant,2017 Q1,64
Under 6 months,Refugee,Grant,2017 Q1,33
Under 6 months,Russia,Grant,2017 Q1,2
Under 6 months,Saudi Arabia,Grant,2017 Q1,4
Under 6 months,Sierra Leone,Grant,2017 Q1,1
Under 6 months,Somalia,Grant,2017 Q1,28
Under 6 months,Sri Lanka,Grant,2017 Q1,4
Under 6 months,Stateless,Grant,2017 Q1,6
Under 6 months,Sudan,Grant,2017 Q1,266
Under 6 months,Sudan (South),Grant,2017 Q1,2
Under 6 months,Syria,Grant,2017 Q1,146
Under 6 months,Tanzania,Grant,2017 Q1,1
Under 6 months,Trinidad and Tobago,Grant,2017 Q1,2
Under 6 months,Tunisia,Grant,2017 Q1,2
Under 6 months,Turkey,Grant,2017 Q1,5
Under 6 months,Uganda,Grant,2017 Q1,6
Under 6 months,Uzbekistan,Grant,2017 Q1,1
Under 6 months,Vietnam,Grant,2017 Q1,16
Under 6 months,Yemen,Grant,2017 Q1,13
Under 6 months,Zimbabwe,Grant,2017 Q1,6
Under 6 months,Afghanistan,Grant,2017 Q2,83
Under 6 months,Algeria,Grant,2017 Q2,1
Under 6 months,Angola,Grant,2017 Q2,2
Under 6 months,Armenia,Grant,2017 Q2,3
Under 6 months,Bangladesh,Grant,2017 Q2,4
Under 6 months,Burma,Grant,2017 Q2,1
Under 6 months,Burundi,Grant,2017 Q2,1
Under 6 months,Cameroon,Grant,2017 Q2,7
Under 6 months,China,Grant,2017 Q2,1
Under 6 months,Congo (Democratic Republic),Grant,2017 Q2,7
Under 6 months,Egypt,Grant,2017 Q2,9
Under 6 months,El Salvador,Grant,2017 Q2,4
Under 6 months,Eritrea,Grant,2017 Q2,135
Under 6 months,Ethiopia,Grant,2017 Q2,18
Under 6 months,"Gambia, The",Grant,2017 Q2,2
Under 6 months,Ghana,Grant,2017 Q2,1
Under 6 months,Grenada,Grant,2017 Q2,1
Under 6 months,Honduras,Grant,2017 Q2,1
Under 6 months,India,Grant,2017 Q2,1
Under 6 months,Iran,Grant,2017 Q2,290
Under 6 months,Iraq,Grant,2017 Q2,56
Under 6 months,Jamaica,Grant,2017 Q2,1
Under 6 months,Kenya,Grant,2017 Q2,2
Under 6 months,Kuwait,Grant,2017 Q2,6
Under 6 months,Lebanon,Grant,2017 Q2,2
Under 6 months,Libya,Grant,2017 Q2,12
Under 6 months,Malaysia,Grant,2017 Q2,3
Under 6 months,Mali,Grant,2017 Q2,1
Under 6 months,Morocco,Grant,2017 Q2,2
Under 6 months,Nigeria,Grant,2017 Q2,15
Under 6 months,Occupied Palestinian Territories,Grant,2017 Q2,3
Under 6 months,Pakistan,Grant,2017 Q2,39
Under 6 months,Refugee,Grant,2017 Q2,28
Under 6 months,Russia,Grant,2017 Q2,8
Under 6 months,Saudi Arabia,Grant,2017 Q2,1
Under 6 months,Sierra Leone,Grant,2017 Q2,1
Under 6 months,Somalia,Grant,2017 Q2,25
Under 6 months,Sri Lanka,Grant,2017 Q2,3
Under 6 months,Stateless,Grant,2017 Q2,12
Under 6 months,Sudan,Grant,2017 Q2,214
Under 6 months,Syria,Grant,2017 Q2,108
Under 6 months,Tajikistan,Grant,2017 Q2,1
Under 6 months,Trinidad and Tobago,Grant,2017 Q2,3
Under 6 months,Turkey,Grant,2017 Q2,5
Under 6 months,Uganda,Grant,2017 Q2,8
Under 6 months,Ukraine,Grant,2017 Q2,1
Under 6 months,Vietnam,Grant,2017 Q2,19
Under 6 months,Yemen,Grant,2017 Q2,6
Under 6 months,Zimbabwe,Grant,2017 Q2,4
Under 6 months,Afghanistan,Grant,2017 Q3,34
Under 6 months,Albania,Grant,2017 Q3,3
Under 6 months,Algeria,Grant,2017 Q3,2
Under 6 months,Armenia,Grant,2017 Q3,1
Under 6 months,Azerbaijan,Grant,2017 Q3,2
Under 6 months,Bangladesh,Grant,2017 Q3,10
Under 6 months,Barbados,Grant,2017 Q3,1
Under 6 months,Belarus,Grant,2017 Q3,1
Under 6 months,Bhutan,Grant,2017 Q3,1
Under 6 months,Burma,Grant,2017 Q3,1
Under 6 months,Burundi,Grant,2017 Q3,1
Under 6 months,Cameroon,Grant,2017 Q3,6
Under 6 months,China,Grant,2017 Q3,1
Under 6 months,Congo,Grant,2017 Q3,1
Under 6 months,Congo (Democratic Republic),Grant,2017 Q3,3
Under 6 months,Dominica,Grant,2017 Q3,2
Under 6 months,Egypt,Grant,2017 Q3,5
Under 6 months,El Salvador,Grant,2017 Q3,7
Under 6 months,Eritrea,Grant,2017 Q3,90
Under 6 months,Ethiopia,Grant,2017 Q3,19
Under 6 months,Ghana,Grant,2017 Q3,5
Under 6 months,Guinea,Grant,2017 Q3,1
Under 6 months,Guinea-Bissau,Grant,2017 Q3,1
Under 6 months,Iran,Grant,2017 Q3,281
Under 6 months,Iraq,Grant,2017 Q3,76
Under 6 months,Ivory Coast,Grant,2017 Q3,2
Under 6 months,Jamaica,Grant,2017 Q3,1
Under 6 months,Kuwait,Grant,2017 Q3,1
Under 6 months,Lebanon,Grant,2017 Q3,1
Under 6 months,Libya,Grant,2017 Q3,39
Under 6 months,Malaysia,Grant,2017 Q3,2
Under 6 months,Morocco,Grant,2017 Q3,1
Under 6 months,Mozambique,Grant,2017 Q3,1
Under 6 months,Namibia,Grant,2017 Q3,1
Under 6 months,Nigeria,Grant,2017 Q3,13
Under 6 months,Occupied Palestinian Territories,Grant,2017 Q3,2
Under 6 months,Pakistan,Grant,2017 Q3,52
Under 6 months,Refugee,Grant,2017 Q3,12
Under 6 months,Russia,Grant,2017 Q3,9
Under 6 months,Somalia,Grant,2017 Q3,18
Under 6 months,Sri Lanka,Grant,2017 Q3,4
Under 6 months,Stateless,Grant,2017 Q3,14
Under 6 months,Sudan,Grant,2017 Q3,63
Under 6 months,Sudan (South),Grant,2017 Q3,1
Under 6 months,Syria,Grant,2017 Q3,79
Under 6 months,Tanzania,Grant,2017 Q3,1
Under 6 months,Trinidad and Tobago,Grant,2017 Q3,4
Under 6 months,Turkey,Grant,2017 Q3,4
Under 6 months,Uganda,Grant,2017 Q3,6
Under 6 months,Ukraine,Grant,2017 Q3,1
Under 6 months,Vietnam,Grant,2017 Q3,27
Under 6 months,Yemen,Grant,2017 Q3,15
Under 6 months,Zimbabwe,Grant,2017 Q3,7
Under 6 months,Afghanistan,Grant,2017 Q4,37
Under 6 months,Albania,Grant,2017 Q4,5
Under 6 months,Algeria,Grant,2017 Q4,1
Under 6 months,Angola,Grant,2017 Q4,3
Under 6 months,Armenia,Grant,2017 Q4,1
Under 6 months,Bangladesh,Grant,2017 Q4,9
Under 6 months,British overseas citizens,Grant,2017 Q4,1
Under 6 months,Burma,Grant,2017 Q4,2
Under 6 months,Burundi,Grant,2017 Q4,1
Under 6 months,Cameroon,Grant,2017 Q4,10
Under 6 months,China,Grant,2017 Q4,3
Under 6 months,Congo (Democratic Republic),Grant,2017 Q4,6
Under 6 months,Dominica,Grant,2017 Q4,1
Under 6 months,Egypt,Grant,2017 Q4,2
Under 6 months,El Salvador,Grant,2017 Q4,1
Under 6 months,Eritrea,Grant,2017 Q4,84
Under 6 months,Ethiopia,Grant,2017 Q4,17
